"","Text","Text_Tag","Author","Date","Label"
"8190","The man who was in charge of the investigation of Hillary Clinton accepted essentially from Hillary Clinton $675,000 that went to his wife.","criminal-justice,elections,ethics,history,legal-issues,technology,transparency","El Marrison","2018/06/05","FAKE"
"8191","The marijuana that kids are smoking today is not the same as the marijuana that Jeb Bush smoked 40 years ago.","drugs","Cati Tomei","2017/06/19","REAL"
"8192","The market is making this decision. The market has driven down the cost of coal, so you have companies going bankrupt.","climate-change,economy,energy,government-regulation,market-regulation","Dorella Yes","2018/05/27","REAL"
"8193","The Massachusetts health care plan dealt with 8 percent of our population, far less than the 100 percent of American people affected by President Barack Obamas health care law.","health-care","Dorian Hove","2018/11/27","FAKE"
"8194","The Massachusetts Supreme Court...defined marriage as simply, quote,the establishment of intimacy ... I guess that would mean if you really had affection for your horse, I guess you could marry your horse.","gays-and-lesbians,marriage","Roobbie Pichmann","2018/09/28","FAKE"
"8195","The McCain campaign ""did not elaborate"" on Obama's ties to ACORN.","elections,ethics","Halsy Stroobant","2017/07/22","FAKE"
"8196","The McCain campaign is roughly in the position where Vice President Gore was running against President Bush one week before the election of 2000.","elections","Kelvin Hare","2017/09/24","FAKE"
"8197","The measles vaccine has killed 108 people in the last decade, while no one has died of measles.","health-care,public-health","Rosaline Harrinson","2017/03/30","FAKE"
"8198","The media widely overlooked comments made by former President Bill Clinton that Hillary Clinton had a terrible concussion that took six months to recover from.","candidates-biography","Phillis Callcott","2018/09/30","FAKE"
"8199","The media wont publish a real photo of Trayvon Martin with tattoos on his face.","crime","Wilhelm Clemett","2018/04/20","FAKE"
"8200","The median income in this country has declined 10 percent in the last four years.","economy","Abbe Dunn","2018/09/26","FAKE"
"8201","The median male worker in this country has not seen a raise, inflation adjusted, for 30 years, basically.","economy,jobs,labor,workers","Tim Franc","2017/04/30","REAL"
"8202","The median net worth of American households hasnt changed much over the past decades, its about $20,000 ... but Congress average median net worth has ballooned, more than doubled.","congress,wealth","Daria Josiah","2017/04/09","FAKE"
"8203","The medical marijuana ballot initiative doesnt require a physician writing a prescription and can be for conditions like having a back that needs to be scratched.","florida-amendments,health-care,marijuana","Carmita Mitcheson","2018/08/18","FAKE"
"8204","The Medicare drug program resulted in the program coming in 40 percent under budget. ... And the reason it was, is because the design was right.","federal-budget,health-care,medicare,retirement","Katerina Jennemann","2017/12/08","FAKE"
"8205","The Medicare proposal by Rep. Paul Ryan, R-Wis., would allow insurance companies to deny you coverage and drop you for pre-existing conditions.","corrections-and-updates,federal-budget,health-care,medicare","Richmond Dreier","2017/12/30","FAKE"
"8206","The mega-rich pay about 15 percent in taxes, while the middle class fall into the 15 percent and 25 percent income tax brackets, and then are hit with heavy payroll taxes to boot.","taxes","Jacquelynn Arnot","2017/01/29","REAL"
"8207","The merger of Georgia State University and Georgia Perimeter College will make GSU one of the largest universities in the nation, with more than 54,000 students.","education","Cristian Duthie","2018/12/06","REAL"
"8208","The Mexican government ... they send the bad ones over.","immigration","Kathe Skace","2018/09/04","FAKE"
"8209","The Mexican government forces many bad people into our country.","foreign-policy,immigration","Lothario De Giorgi","2017/11/24","FAKE"
"8210","The Miami Dolphins are the only NFL team in the entire nation that pays property taxes.","county-budget,sports,taxes","Dee Hanford","2018/10/08","FAKE"
"8211","The middle class can be defined to include those with income between roughly $20,000 and $60,000.","income","Jacquelynn Arnot","2017/12/03","FAKE"
"8212","The Milwaukee Bucks are actually younger than the Marquette team.","economy,education,recreation,sports","Ilsa Mathiasen","2017/03/08","FAKE"
"8213","The Milwaukee County Board approved a reform package by a 15-3 vote, meaning Board Supervisors salaries will be cut by 20 percent and the Boards budget will be cut by 50 percent.","county-government,state-finances,states","Caralie Franklen","2017/10/11","FAKE"
"8214","The Milwaukee County Boards staff grew from four workers to 38 over four decades and now costs taxpayers a lot more, while the total county workforce was more than cut in half in the same period.","county-budget,county-government","Shirline Marshfield","2018/03/10","REAL"
"8215","The Milwaukee County executive can sell the public museum, the airport and the zoo -- all on his own, without County Board approval","animals,county-government,legal-issues,state-budget,transportation","Jaquenetta Mangeon","2018/05/06","REAL"
"8216","The Milwaukee Police Department has seized nearly as many firearms this year as the much larger New York City Police Department.","guns","Magda McPhilemy","2018/01/03","REAL"
"8217","The minimum number of infrastructure (needs) in Atlanta is $900 million.","city-government","Chaunce Thornley","2017/03/15","REAL"
"8218","The minimum wage in real terms right now is below where it was when Harry Truman was in office.","economy,history,workers","Davon Ruckert","2018/12/12","FAKE"
"8219","The minimum wage is lower right now than it was when Ronald Reagan took office.","economy,history,workers","Morse Tinker","2018/04/28","REAL"
"8220","The minimum wage is mostly an entry-level wage for young people.","income","Tab Catlow","2017/09/15","REAL"
"8221","The minute this proposal for near-beach oil drilling came up, I was against it.","oil-spill","Holt Southern","2017/12/27","FAKE"
"8222","The Mitchell Park Domes lose about $1 million-plus every year and the number of people going to the Domes has been going down.","county-budget","Philipa Haddrill","2017/04/18","FAKE"
"8223","The money supply has doubled in the last year.","economy","Constantia Chapell","2018/01/22","FAKE"
"8224","The money the Clinton Foundation took from from foreign governments while Hillary Clinton was secretary of state is clearly illegal. The Constitution says you cant take this stuff.","foreign-policy","Clarine Ollerhead","2017/12/18","FAKE"
"8225","The more than $800,000 raised by the Alan Grayson campaign last quarter was ""#1 among all 435 members of the U.S. House of Representatives.""","campaign-finance","Agatha McGraw","2017/11/29","FAKE"
"8226","The Mormon religion has ""a plan that will see the Constitution thrown out and replaced by a theocracy.""","religion","Malia Barracks","2018/06/18","FAKE"
"8227","The mosquito population in South Florida is larger than it is in many other communities in the country.","environment,public-health","Hartwell Lartice","2017/11/05","REAL"
"8228","The most likely triggering cause of (microcephaly) is the DTaP shot, a vaccine that had been recently mandated by the Brazilian government to be injected into pregnant women.","public-health","Aristotle Tofpik","2018/10/23","FAKE"
"8229","The most popular name is no longer John or Steven. Its Jose, Camilo and Maria.","diversity,families,immigration","Henderson Greder","2018/04/10","FAKE"
"8230","The most private question on this years form asks for an individuals race, and that question has been asked by every census since the 1790 census conducted under then-President George Washington.","census","Shelden Bachnic","2018/08/16","REAL"
"8231","The most realistic estimates for jobs created by Keystone XL are maybe 2,000 jobs during the construction of the pipeline.","climate-change,energy,environment,jobs","Hatty Cowton","2018/12/23","FAKE"
"8232","The most recent Associated Press poll has Nader-Gonzalez at 6 percent, without any national coverage, against McCain and Obama.","elections","Lanna Tucknutt","2018/09/22","REAL"
"8233","The most recent survey of climate scientists said about 57 percent dont agree with the idea that 95 percent of the change in the climate is caused by CO2.","climate-change,polls,science","Gardiner Rayner","2018/10/31","FAKE"
"8234","The most significant driver of out-migration [from Rhode Island] is the estate tax.","economy,state-budget,states,taxes","Austine Banbridge","2017/01/10","FAKE"
"8235","The murder rate in Atlanta is on the rise this year.","crime,public-safety","Shirline Marshfield","2017/03/23","REAL"
"8236","The Murray-Ryan deal is the first divided-government budget agreement since 1986.","congress,federal-budget","Arlena Pepys","2017/04/15","FAKE"
