Text;Text_Tag;Author;Date;Label
Two elections in a row (Waukesha County Clerk Kathy Nickolaus) has screwed up counting the vote;elections;Meghann Bierman;2018/09/20;FAKE
The Georgia Department of Economic Development assisted with the creation of 28,776 jobs, an increase of 29 percent from last fiscal year, and $5.97 billion in investments, a 32 percent increase.;economy,jobs;Gerek Boissier;2018/01/26;FAKE
For the last decade the climate has been cooling.;cap-and-trade,climate-change,environment,pundits;Caye Jeannesson;2018/02/23;FAKE
Accidents are down 50 percent and injury accidents are down 60 percent in the rebuilt Marquette Interchange in Milwaukee.;public-safety,state-budget,transportation;Lucius Humbatch;2017/06/17;REAL
"Says Obama opposes innovation, the electric car and ""clean, safe, nuclear energy.""";energy;Kendrick Bateman;2017/06/20;FAKE
Says $57,000 is the mean [income] in our state for a family.;families,income;Forster Room;2018/10/05;FAKE
Says the one person (Donald Trump)has suggested that would make a good justice is his sister, who is a court of appeals judge appointed by Bill Clinton. She is a hardcore pro-abortion liberal judge.;abortion,supreme-court;Norris Ryley;2017/11/17;FAKE
Today in America, we have more people in jail than any other country on Earth.;criminal-justice;Wilfred Yeats;2018/04/19;REAL
The Muslim Brotherhood has openly stated they want to declare war on Israel.;foreign-policy,israel,pundits,terrorism;Lulita Mallia;2018/02/09;FAKE
"On financial reform, there is ""a million dollars being spent, per congressman, in lobbying expenses on this issue. (The) industry has four lobbyists per member of the House and Senate working on this.""";corporations,ethics,market-regulation,abc-news-week;Robinson Rouff;2017/07/14;REAL
"Elena Kagan ""violated the law of the United States at various points"" with her opposition to military recruiters.";kagan-nomination,military,supreme-court,abc-news-week;Roxie Ladel;2018/02/09;FAKE
Sixty million Americans depend on Social Security, and one-third of all the seniors in America depend on Social Security for 90 percent of their income.;income,retirement,social-security;Claybourne O'Day;2017/06/20;REAL
Already we've identified $2 trillion in deficit reductions over the next decade.;federal-budget;Hermie Johannesson;2017/02/22;FAKE
Says the Medicaid fraud rate in Virginia was fact-checked and found to be 0.47 percent.;health-care,medicaid;Vladamir Rubel;2017/05/08;FAKE
The presence of gorillas calls into question the concept of evolution.;science;Hoebart Lochet;2017/03/23;FAKE
Says Milwaukee County spent over $170,000 in salaries in 2010 for employees to participate in union activities such as collective bargaining.;county-government,state-budget,unions;Teddie Rolfs;2017/05/24;REAL
The U.S. has 5 percent of the worlds population, 25 percent of the worlds known prison population.;criminal-justice;Rosabella South;2018/03/29;REAL
There have been at least four incidents where bullets from Mexico have crossed the border.;crime,immigration,public-safety;Robinson Rouff;2018/11/27;REAL
On oil drilling;energy,environment;Maximilien Morat;2017/07/20;REAL
Today President Obama said there will NOT be a National Day of Prayer in May.;history,religion;Georgianne Cust;2018/06/20;FAKE
We were promised. The president said we would keep unemployment under 8.5 percent (if the stimulus passed).;economy,stimulus;Pauly Ayree;2018/02/19;FAKE
George Allen voted to add $3 trillion to the federal debt, voted to raise the debt ceiling four times and voted for the No Child Left Behind Act while he was a senator.;deficit,education,federal-budget;Sheelah Bachman;2018/10/11;REAL
Elizabeth Townsend runs the elections office that omitted a school board race on a ballot and gave a School Board candidate faulty advice.;candidates-biography;Marwin Armell;2018/03/27;FAKE
Says John Raese said he wants 1,000 laser systems put in the sky, and we need it right now.;foreign-policy,message-machine,military,technology;Salomo Aspel;2018/08/28;FAKE
The Islamic State, or ISIS, was cast off by al-Qaida because it was considered too extreme.;iraq,terrorism;Haily Cuffley;2017/05/06;REAL
The Foundation for Government Accountability, which supported a Florida law requiring drug testing of welfare recipients, is a Koch brothers affiliated group.;drugs,florida;Odelle Lamperd;2018/02/04;FAKE
The Senate immigration bill is filled with things like rewards for au pair agencies, Alaskan seafood processors and Vegas casinos.;federal-budget,immigration;Hartwell Lartice;2017/10/30;REAL
Over the last several years, 40 percent (of) the jobs created in Texas were created for illegal aliens.;economy,immigration,jobs;Tilly Carl;2018/01/16;FAKE
For every one mile of light-rail track that will be built, 16 miles of new road capacity will be built.;transportation;Cati Tomei;2018/02/22;REAL
The governor switched his position once again on offshore oil drilling.;energy,environment,oil-spill;Alvie Fishleigh;2017/02/22;FAKE
The United States is the No. 1 country in the world for energy resources. We are the king daddy dogs when it comes to energy.;energy,environment;Myriam Swinfen;2018/05/28;FAKE
Says Barack Obama is a socialist.;candidates-biography;Haily Collecott;2018/11/24;FAKE
Under a new law regulating abortions, Even if youre raped, if you dont report it in the first 30 days, the Republicans will force you to have an ultrasound.;abortion,health-care,women;Valry Gregoriou;2017/11/09;FAKE
Assertions that it makes no difference whether children are raised by heterosexual or homosexual parents have been shattered by the latest and best social science and research.;children,diversity,families,gays-and-lesbians,marriage;Sophie Tremathack;2018/09/03;FAKE
In my attorney generals office, weve cut the budget 18 percent.;state-budget;Daria Josiah;2017/04/13;FAKE
In North Carolina, now were near the national average for unemployment.;economy,states,workers;Dunstan Leonardi;2018/03/15;FAKE
Obamacare includes a $700 billion cut from Medicare for seniors.;elections,health-care,medicare;Ferdy Gayforth;2017/11/08;FAKE
The rate of U.S. female homicide victimsoutnumbers 24 other developed countries by more than 2 to 1.;crime,guns,history,public-safety;Florina McInteer;2018/12/03;FAKE
Austin Energy is considering its first rate increase since 1994.;city-budget,city-government,energy;Orel Kasparski;2018/11/19;REAL
Says Ronald Reagan reversed his worlds largest tax cut and raised taxes when revenues did not match the expectations.;taxes;Miriam Ollin;2017/12/27;REAL
Wendy Davis is threatening to raise taxes up to $35 billion.;state-budget,state-finances,taxes;Wendel Rubinowicz;2018/11/08;FAKE
Alex Sink used a taxpayer-funded plane so she could get to a vacation in the Bahamas.;ethics,florida;Charmion Paladini;2018/10/13;FAKE
Roy Blunt voted to raise his own pay 12 times while in Congress.;candidates-biography,voting-record;Israel Dallinder;2018/12/12;FAKE
"Mitt Romney wants ""to set a date for withdrawal"" from Iraq.";iraq;Cortney Bengochea;2018/06/01;FAKE
Says Donald Trump claimed our armed forces are a disaster.;foreign-policy,military;Roxie Ladel;2017/11/28;REAL
Says under Wisconsin law, he cannot remove his name from the ballot for re-election to Congress.;elections;Allix Kobieriecki;2018/09/23;REAL
In fighting collective bargaining changes, Democrats are trying to protect a system that pays unionized government workers 42 percent more than non-union workers.;labor,state-budget;Jennica Ballach;2017/07/06;FAKE
Under Gov. Romneys definition ... Donald Trump is a small business.;debates,small-business,taxes;Dev Koche;2018/05/14;FAKE
The potential Iran nuclear agreement would limit Iran to the number of centrifuges needed for a weapon but too few for a nuclear power program.;foreign-policy,nuclear;Earvin Logsdail;2018/08/08;REAL
In Liberia, a girl is more likely to be married by 18 than to know how to read.;children,education,women;Pasquale Asser;2017/10/09;FAKE
Obama voted for the Bush-Cheney energy bill that put $6-billion in the pocket of big oil.;energy;Jerrold Pond-Jones;2017/12/30;FAKE
It would be illegal for the Fulton County Commission to raise the county tax rate.;county-government;Saudra Ickovicz;2018/01/07;REAL
SaidPresident Barack Obama said he was going to stop (signature strikes).;afghanistan,terrorism;Dee Hanford;2018/03/30;FAKE
Says the national debt and President Barack Obamas refusal to control spending led to our nations credit rating being downgraded for the first time in history.;deficit,economy,federal-budget;Raeann Scarbarrow;2017/04/05;FAKE
An Internet sweepstakes cafe is a legitimate business that has been vetted and found to be completely legal in the state.;gambling;Jourdan Stopp;2017/12/15;FAKE
In 2008, candidate Barack Obama attacked John McCain for proposing cuts to Medicare.;medicare,message-machine-2012;Philipa Haddrill;2017/06/05;REAL
Donna Campbell has called for ending all federal funding for education;education,federal-budget,taxes;Alla Delafoy;2017/07/08;REAL
Palin (proposed) a $150 bounty for the severed foreleg of each killed wolf.;environment;Jeri Cammack;2017/08/30;REAL
One of the biggest polluters in our country is the Milwaukee Metropolitan Sewerage District.;environment;Kali Cecere;2017/03/07;FAKE
Says the United States has treaties with apparently 69 countries where we are obligated to defend their borders. And these were treaties that were executive treaties, not authorized by Congress.;congress,foreign-policy;Helaine Brooking;2017/04/21;FAKE
Social Security ... is solid through about 2040 without any changes whatsoever.;federal-budget;Annice Bonham;2017/05/17;REAL
Says under his utility rate plan, An estimated 50 percent of our residential households will see a decrease in their water and wastewater bills.;city-budget,water;Barbabra Collingdon;2017/03/18;REAL
Says Mitt Romney and Paul Ryan would eliminate the guarantee of Medicare.;health-care,medicare;Vitoria Dinnies;2018/05/23;FAKE
Weeks after accepting a quarter-million-dollar campaign contribution from a hospital board chairman, Greg Abbott went to court against victims of a drug-taking neurosurgeon.;campaign-finance,health-care,legal-issues;Carolann Cathersides;2017/08/01;REAL
We have a fire marshal that said, Oh we cant allow more people ... And the reason they wont let them in is because they dont know what the hell theyre doing.;public-safety;Loise Olivelli;2018/09/19;FAKE
We have been teaching these (Common Core) standards in Florida schools since 2010.;education;Haroun Resdale;2017/04/12;FAKE
Says Gov. Jeb Bush vetoed the Quiones Plan because it was taxation without representation on a large scale.;taxes;Jorrie Brobak;2018/07/29;FAKE
Says crime statistics show blacks kill 81 percent of white homicide victims.;crime;Nanni Cheltnam;2018/10/29;FAKE
If youre from Guatemala and you are found illegally in Mexico, you are automatically jailed.;immigration;Roze Hendrickx;2018/05/04;FAKE
On oil drilling off Virginias coast.;energy,environment;Lana Neate;2018/07/11;FAKE
Says Texas has the 15th largest economy in the world.;economy,states;Brigid Porkiss;2017/04/02;REAL
